iter	Passed	Remaining
191	70610	297151
192	70830	296167
193	71189	295766
194	71489	295125
195	71812	294576
196	72242	294472
197	72665	294330
198	73067	294107
199	73536	294146
200	73975	294060
201	74399	293914
202	74848	293865
203	75304	293837
204	75791	293922
205	76342	294253
206	76769	294099
207	77067	293449
208	77390	292899
209	77598	291919
210	77881	291224
211	78139	290441
212	78422	289757
213	78696	289044
214	79004	288458
215	79183	287408
216	79490	286824
217	79737	286029
218	79987	285253
219	80404	285071
220	80790	284775
221	81098	284211
222	81543	284120
223	82016	284129
224	82469	284061
225	82965	284138
226	83435	284122
227	83881	284020
228	84304	283839
229	84591	283195
230	84816	282355
231	85048	281541
232	85313	280838
233	85482	279828
234	85878	279560
235	86233	279161
236	86679	279056
237	87107	278888
238	87436	278406
239	87688	277680
240	88030	277240
241	88495	277187
242	88970	277163
243	89452	277155
244	89907	277063
245	90394	277063
246	90851	276967
247	91318	276902
248	91761	276759
249	92254	276763
250	92510	276056
251	92852	275609
252	93196	275168
253	93368	274225
254	93672	273670
255	93890	272868
256	94121	272110
257	94488	271747
258	94853	271375
259	95072	270590
260	95462	270294
261	95791	269825
262	96166	269484
263	96632	269399
264	97011	269071
265	97364	268668
266	97803	268502
267	98250	268355
268	98722	268275
269	99163	268108
270	99614	267966
271	100059	267806
272	100498	267628
273	100935	267441
274	101370	267249
275	101829	267117
276	102143	266604
277	102563	266368
278	102939	266018
279	103291	265607
280	103624	265145
281	104118	265095
282	104543	264867
283	104985	264682
284	105442	264531
285	105882	264337
286	106310	264108
287	106773	263968
288	107264	263893
289	107694	263664
290	108121	263430
291	108563	263229
292	109003	263022
293	109449	262826
294	109878	262590
295	110440	262669
296	110892	262483
297	111332	262266
298	111667	261803
299	111974	261273
300	112250	260674
301	112485	259982
302	112630	259087
303	112867	258407
304	113010	257515
305	113223	256788
306	113391	255962
307	113537	255090
308	113766	254409
309	113914	253551
310	114060	252692
311	114298	252042
312	114552	251429
313	115008	251261
314	115464	251088
315	115928	250933
316	116355	250695
317	116789	250472
318	117262	250331
319	117716	250148
320	118135	249887
321	118615	249755
322	119076	249582
323	119412	249144
324	119664	248533
325	119919	247931
326	120093	247163
327	120279	246426
328	120498	245757
329	120817	245295
330	121092	244745
331	121340	244143
332	121607	243580
333	121890	243051
334	122134	242446
335	122449	241984
336	122676	241348
337	123136	241172
338	123578	240959
339	124027	240760
340	124472	240549
341	124921	240345
342	125348	240099
343	125804	239906
344	126287	239763
345	126749	239578
346	127278	239518
347	127743	239334
348	128206	239148
349	128574	238782
350	128943	238417
351	129321	238068
352	129538	237426
353	129820	236904
354	129992	236184
355	130189	235511
356	130521	235085
357	130954	234840
358	131433	234677
359	131877	234448
360	132334	234243
361	132820	234087
362	133302	233921
363	133735	233669
364	134155	233394
365	134331	232695
366	134527	232033
367	134690	231316
368	134961	230787
369	135287	230354
370	135706	230078
371	136114	229784
372	136525	229494
373	136931	229195
374	137365	228941
375	137840	228756
376	138205	228386
377	138647	228144
378	138984	227729
379	139209	227131
380	139650	226886
381	140093	226643
382	140551	226423
383	141025	226228
384	141483	226005
385	141938	225778
386	142425	225599
387	142677	225047
388	143111	224784
389	143411	224309
390	143628	223708
391	143851	223117
392	144158	222657
393	144319	221974
394	144609	221489
395	144800	220857
396	145053	220320
397	145269	219729
398	145454	219092
399	145742	218614
400	145931	217986
401	146185	217459
402	146354	216808
403	146536	216177
404	146743	215585
405	147010	215084
406	147218	214498
407	147508	214032
408	147883	213689
409	148319	213435
410	148749	213172
411	149193	212926
412	149643	212689
413	150129	212502
414	150556	212230
415	150808	211711
416	151109	211263
417	151290	210648
418	151491	210063
419	151674	209455
420	151931	208950
421	152104	208332
422	152285	207727
423	152468	207127
424	152755	206669
425	153060	206236
426	153383	205828
427	153732	205455
428	154039	205027
429	154298	204535
430	154599	204099
431	154882	203641
432	155251	203297
433	155657	203000
434	156081	202726
435	156505	202452
436	156957	202212
437	157395	201955
438	157857	201726
439	158315	201492
440	158769	201251
441	159252	201047
442	159538	200593
443	159919	200260
444	160267	199884
445	160449	199302
446	160657	198755
447	160914	198269
448	161081	197674
449	161286	197127
450	161607	196724
451	161804	196170
452	162141	195786
453	162422	195336
454	162720	194906
455	162925	194367
456	163147	193849
457	163472	193454
458	163655	192892
459	164158	192707
460	164612	192464
461	164999	192142
462	165464	191909
463	165913	191658
464	166337	191377
465	166828	191172
466	167112	190730
467	167364	190251
468	167571	189723
469	167814	189237
470	168152	188859
471	168373	188349
472	168547	187789
473	168733	187244
474	169056	186851
475	169348	186425
476	169628	185986
477	169801	185431
478	170080	184993
479	170404	184605
480	170579	184055
481	170780	183536
482	170958	182993
483	171181	182499
484	171407	182010
485	171804	181702
486	172259	181455
487	172709	181203
488	173150	180940
489	173575	180660
490	174024	180403
491	174467	180141
492	174884	179850
493	175290	179549
494	175680	179229
495	176075	178915
496	176387	178516
497	176707	178126
498	176847	177556
499	177070	177070
500	177260	176552
501	177454	176040
502	177791	175670
503	177974	175149
504	178251	174721
505	178436	174204
506	178663	173730
507	179100	173459
508	179532	173183
509	179880	172826
510	180323	172559
511	180775	172302
512	181199	172015
513	181655	171760
514	181965	171365
515	182379	171069
516	182801	170779
517	183192	170460
518	183433	170003
519	183613	169489
520	183819	169001
521	184058	168543
522	184217	168014
523	184468	167570
524	184617	167035
525	184851	166577
526	185014	166056
527	185208	165564
528	185424	165094
529	185567	164559
530	185824	164127
531	185975	163602
532	186118	163071
533	186289	162567
534	186492	162091
535	186743	161658
536	186961	161198
537	187248	160796
538	187674	160515
539	187983	160134
540	188473	159906
541	188913	159635
542	189360	159369
543	189794	159092
544	190006	158629
545	190399	158317
546	190808	158018
547	190978	157522
548	191266	157124
549	191595	156759
550	191834	156322
551	192140	155940
552	192426	155541
553	192839	155246
554	193259	154955
555	193496	154519
556	193887	154204
557	194227	153850
558	194484	153430
559	194938	153165
560	195365	152879
561	195702	152522
562	195983	152122
563	196429	151849
564	196750	151480
565	197208	151216
566	197652	150940
567	198099	150667
568	198484	150345
569	198810	149980
570	199144	149620
571	199466	149251
572	199756	148858
573	200046	148466
574	200250	148011
575	200541	147620
576	200905	147284
577	201424	147060
578	201789	146724
579	202060	146319
580	202336	145919
581	202524	145455
582	202740	145013
583	203140	144702
584	203612	144443
585	204044	144154
586	204502	143883
587	204968	143617
588	205418	143339
589	205858	143054
590	206296	142767
591	206515	142327
592	206769	141914
593	206876	141400
594	207054	140936
595	207314	140528
596	207526	140088
597	207708	139630
598	207902	139180
599	208202	138801
600	208322	138303
601	208524	137861
602	208705	137406
603	209000	137026
604	209169	136565
605	209410	136151
606	209706	135773
607	209932	135350
608	210082	134880
609	210348	134485
610	210582	134069
611	210738	133605
612	210913	133154
613	211084	132701
614	211484	132392
615	211799	132030
616	212248	131752
617	212686	131466
618	213133	131185
619	213565	130894
620	213811	130490
621	214241	130198
622	214648	129891
623	214967	129531
624	215278	129167
625	215582	128798
626	215857	128413
627	216007	127953
628	216249	127549
629	216538	127173
630	216984	126889
631	217301	126530
632	217625	126174
633	217811	125739
634	218155	125396
635	218322	124951
636	218599	124570
637	218888	124196
638	219059	123756
639	219525	123482
640	219945	123182
641	220374	122887
642	220811	122596
643	221319	122344
644	221768	122058
645	222225	121776
646	222666	121485
647	223132	121207
648	223628	120945
649	224101	120669
650	224459	120332
651	224812	119992
652	225016	119572
653	225334	119213
654	225521	118786
655	225820	118417
656	226105	118042
657	226350	117647
658	226766	117340
659	227138	117010
660	227507	116679
661	227806	116311
662	228251	116019
663	228728	115741
664	229142	115432
665	229475	115082
666	229789	114722
667	230256	114439
668	230675	114130
669	230987	113769
670	231370	113443
671	231767	113124
672	232034	112741
673	232372	112393
674	232618	112001
675	232917	111634
676	233200	111261
677	233475	110883
678	233634	110451
679	233777	110012
680	234088	109653
681	234220	109211
682	234367	108776
683	234546	108357
684	234759	107955
685	234930	107533
686	235187	107152
687	235339	106723
688	235666	106374
689	236149	106096
690	236646	105822
691	237157	105555
692	237661	105284
693	238166	105013
694	238520	104674
695	238903	104348
696	239057	103923
697	239384	103573
698	239756	103242
699	240029	102869
700	240452	102561
701	240816	102226
702	241218	101908
703	241604	101583
704	241964	101247
705	242206	100861
706	242518	100506
707	242791	100134
708	243117	99784
709	243307	99379
710	243736	99071
711	244189	98773
712	244645	98475
713	245094	98175
714	245532	97869
715	245986	97570
716	246424	97263
717	246872	96960
718	247145	96589
719	247373	96200
720	247696	95849
721	248028	95501
722	248426	95178
723	248729	94819
724	249024	94457
725	249505	94166
726	249744	93783
727	250259	93503
728	250569	93147
729	250855	92782
730	251250	92457
731	251737	92166
732	252185	91860
733	252651	91560
734	253047	91234
735	253546	90946
736	253879	90597
737	254384	90309
738	254798	89989
739	255129	89640
740	255296	89233
741	255559	88860
742	255842	88494
743	255987	88081
744	256253	87711
745	256393	87297
746	256643	86922
747	256812	86519
748	256941	86104
749	257143	85714
750	257349	85326
751	257634	84964
752	257760	84550
753	257966	84164
754	258276	83811
755	258467	83420
756	258743	83057
757	258870	82647
758	259028	82247
759	259201	81852
760	259482	81493
761	259668	81103
762	260116	80796
763	260531	80478
764	260966	80166
765	261477	79876
766	261943	79573
767	262375	79259
768	262853	78958
769	263148	78602
770	263333	78214
771	263605	77852
772	263791	77465
773	264023	77092
774	264227	76711
775	264477	76344
776	264647	75954
777	264852	75574
778	265083	75203
779	265335	74838
780	265527	74456
781	265716	74074
782	266028	73726
783	266194	73339
784	266369	72954
785	266541	72569
786	266676	72175
787	266945	71817
788	267076	71423
789	267296	71053
790	267466	70670
791	267654	70293
792	267977	69951
793	268451	69648
794	268927	69346
795	269384	69038
796	269843	68730
797	270269	68413
798	270681	68093
799	271086	67771
800	271262	67392
801	271524	67034
802	271713	66659
803	271970	66301
804	272105	65913
805	272328	65548
806	272496	65169
807	272676	64794
808	272953	64442
809	273141	64070
810	273358	63705
811	273650	63357
812	273838	62986
813	274140	62641
814	274335	62272
815	274537	61905
816	274811	61555
817	275009	61187
818	275191	60817
819	275486	60472
820	275670	60103
821	275872	59738
822	276341	59431
823	276800	59122
824	277128	58784
825	277571	58471
826	277924	58139
827	278349	57821
828	278908	57531
829	279331	57212
830	279662	56874
831	279873	56512
832	280110	56156
833	280319	55795
834	280631	55454
835	280925	55109
836	281123	54746
837	281421	54403
838	281528	54023
839	281754	53667
840	281969	53309
841	282269	52967
842	282507	52614
843	282768	52265
844	282980	51907
845	283193	51550
846	283499	51210
847	283698	50851
848	283890	50491
849	284193	50151
850	284629	49835
851	285127	49529
852	286640	49397
853	287118	49085
854	287465	48751
855	287606	48382
856	287927	48043
857	288233	47702
858	288735	47394
859	289161	47072
860	289563	46747
861	289873	46406
862	290157	46062
863	290368	45706
864	290631	45358
865	290810	44998
866	291017	44642
867	291177	44280
868	291377	43924
869	291639	43578
870	291849	43224
871	292112	42878
872	292491	42550
873	292947	42232
874	293418	41916
875	293862	41596
876	294320	41278
877	294798	40962
878	295264	40645
879	295468	40291
880	295801	39954
881	295968	39596
882	296187	39245
883	296452	38900
884	296647	38547
885	296852	38195
886	297156	37856
887	297388	37508
888	297564	37153
889	297774	36803
890	298094	36467
891	298363	36124
892	298599	35778
893	298782	35426
894	299102	35090
895	299314	34741
896	299624	34405
897	299933	34068
898	300365	33745
899	300649	33405
900	301105	33084
901	301549	32762
902	301982	32438
903	302426	32116
904	302684	31773
905	302959	31432
906	303308	31099
907	303450	30746
908	303760	30409
909	304035	30069
910	304235	29722
911	304446	29376
912	304660	29031
913	304854	28684
914	305142	28346
915	305305	27997
916	305481	27649
917	305759	27311
918	305939	26965
919	306110	26618
920	306325	26275
921	306592	25937
922	307046	25614
923	307490	25291
924	307959	24969
925	308481	24651
926	308952	24329
927	309287	23996
928	309604	23661
929	309862	23323
930	310166	22987
931	310575	22660
932	310941	22329
933	311243	21993
934	311683	21667
935	311925	21328
936	312128	20986
937	312334	20644
938	312523	20302
939	312787	19965
940	312951	19621
941	313153	19281
942	313293	18937
943	313434	18593
944	313649	18254
945	313778	17911
946	313982	17572
947	314183	17233
948	314675	16910
949	315076	16582
950	315533	16257
951	315987	15932
952	316460	15607
953	316733	15272
954	317022	14938
955	317390	14607
956	317721	14275
957	318051	13943
958	318233	13605
959	318407	13266
960	318648	12931
961	318911	12597
962	319200	12264
963	319434	11929
964	319655	11593
965	319798	11255
966	319986	10919
967	320166	10584
968	320353	10248
969	320513	9912
970	320737	9579
971	320880	9243
972	321036	8908
973	321252	8575
974	321389	8240
975	321529	7906
976	321656	7572
977	322023	7243
978	322158	6910
979	322346	6578
980	322840	6252
981	323167	5923
982	323611	5596
983	323957	5267
984	324368	4939
985	324672	4609
986	325148	4282
987	325451	3952
988	325728	3622
989	325985	3292
990	326160	2962
991	326354	2631
992	326586	2302
993	326884	1973
994	327030	1643
995	327259	1314
996	327433	985
997	327664	656
998	327837	328
999	328002	0
